url,status,final_url,redirected,response_time,error
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-salisbury-east/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-salisbury-east/,False,1.67,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-salisbury/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-salisbury/,False,1.67,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-seacliff/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-seacliff/,False,1.68,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-sefton-park/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-sefton-park/,False,1.6,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-semaphore/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-semaphore/,False,1.6,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-south-adelaide/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-south-adelaide/,False,1.62,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-st-agnes/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-st-agnes/,False,1.5,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-stirling/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-stirling/,False,1.49,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-tea-tree-gully/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-tea-tree-gully/,False,1.5,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-toorak-gardens/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-toorak-gardens/,False,1.52,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-unley-park/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-unley-park/,False,1.6,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-unley/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-unley/,False,1.6,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-victor-harbor/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-victor-harbor/,False,1.57,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-vista/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-vista/,False,1.61,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-west-adelaide/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-west-adelaide/,False,1.6,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-west-beach/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide-west-beach/,False,1.61,
https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide/,200,https://ydcleaning.com.au/services/bathroom-deep-cleaning-adelaide/,False,2.92,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-adelaide-cbd/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-adelaide-cbd/,False,1.62,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-aldgate/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-aldgate/,False,1.64,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-aldinga/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-aldinga/,False,1.63,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-beaumont/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-beaumont/,False,1.61,
